Tissue,CT,Gene
Blood,CD1C+_B dendritic cell,"FCN1,HBEGF,RETN,MTMR11,CD163,MICAL2,ADAM15,EREG,F13A1,RNASE2,RAB27A,IL1RN,PTAFR,NAIP,FPR1,NLRP12,NOD2,MPP7,PID1,CREB5,CD36,S100A12,NFE2,BST1,CD1D,IL1B,PLBD1,CES1P1,SMN1,HNMT,IL13RA1,CLEC10A,ITGA5,S100A9,NLRP3,SLC2A3,VCAN,CD14,MNDA,NR4A2,LYZ,ANXA1,CES1,LMNA,LAT2,CSTA,RAB3D,AOAH,IL27RA,STING1,TREM1,MGST1,FCER1A,ASGR1,S100A8,CSF3R"
Blood,CD1C-CD141- dendritic cell,"BLOC1S3,PELI1,SPN,LRRC25,SIGLEC10,PTPRC,FAM126A,CCM2,CLEC7A,IRF1,VMP1,LCP2,MAGED2,UNC13D,SLC7A7,MAFB,WARS1,FCN1,TUBA1A,CALML4,CHST15,TENT5A,TCF7L2,RNF149,PNPLA6,DPEP2,MT2A,IRAK3,POU2F2,TMEM154,TMBIM1,NAMPT,ADGRE5,NBEAL2,DOK3,FPR1,ITM2B,DUSP1,LILRB1,PIEZO1,EVL,ATP1B3,MAP3K1,MYO1G,GPR155,TYROBP,IFITM2,KIAA0513,GIMAP2,GRAMD1A,P2RY13,CABP4,PLIN2,LILRB2,NCF2,GNS,SVIL,CASP1,SCPEP1,FOXO1,ALDH3B1,DUSP6,NINJ1,GPBAR1,RAP1B,RAB24,FAM110A,INSIG1,SSH2,CXCL16,TESC,DMXL2,ICAM4,PSTPIP2,VPS53,DNAJB1,PRAM1,NADK,MEFV,HCK,LYST,PLEKHO2,NAAA,CD244,FCGR2C,KLF3,DENND3,ISG15,NEURL1,MSN,TIMP1,IL12RB1,PPM1F,KSR1,GNG2,P2RX1,TMEM176B,CDH23,PECAM1,NR4A1,SOD2,CDKN1C,ARL4A,RAB10,ZFAND5,AP2A1,PHTF2,FCGR3B,FGD3,LRP1,CYTIP,ABHD3,ABCC3,IFITM1,PTPN13,PIK3AP1,CPPED1,RELT,PIK3IP1,UPP1,DDX58,RHOC,TLE4,EHD1,GBP1,IFNGR2,STXBP2,HSPA7,WDR11,RAP1GAP2,TSPAN14,GBP5,CKB,IFI6,LIMS1,PDLIM5,SLC31A2,HK3,ARRB1,S100A11,APOL6,NFAM1,SLC2A6,SNX18,PTP4A3,CNIH4,TBCD,TBXAS1,PILRA,SAMSN1,SGPL1,PLXNC1,TLR4,SWAP70,MS4A4A,PAG1,CAMKK2,PDP1,SDCBP,GIMAP7,CLEC4F,MS4A7,AMPD2,SYTL1,CAMK1,SIRPB1,ARRB2,HMOX1,ZNFX1,TNFSF10,LILRA2,ARRDC3,MPP1,CX3CR1,OAS1,LST1,LILRA5,HK1,NFKBIZ,PYGL,DRAP1,WDFY1,RNF144B,SH3BP2,STX11,ICAM2,CMTM7,WSB1,DOK2,AIF1,C3AR1,FGR,LILRA6,BCL2A1,LTA4H,HEG1,NAP1L1,ERICH1,TAGLN,CCPG1,GIMAP4,MBD2,KDM1B,NUDT16,ARHGEF3,PTGER2,RXRA,CALHM6,MARCKS,BID,TSC22D3,LYN,IFIT2,SIRPB2,FGD4,TNFRSF14,ZEB2,MYOF,ADGRE1,PTPN6,TMC6,APOBEC3A,RALB,CD300A,BLVRA,VAMP5,SERPINA1,RASGRP4,TMPO,IFITM3,CTSL,CDC42EP3,SIDT2,SLA,MCTP1,ABI3,TSPAN32,KLF11,BIN2,CSF1R,ARAP2,TBC1D8,NDUFB3,CD52,TIAM1,DDX60,CSGALNACT2,PITPNM1,HSBP1,CD300LF,GBP4,STK10,BACH1,TMTC1,DDX60L,CLEC12A,PSAP,RAB3D,ADGRE2,VASP,TMEM134,LY6E,STK38,MTSS1,TTYH3,IMPDH1,YPEL2,TCIRG1,FCAR,SH2D1B,S100A4,TKT,SASH1,DNASE2,CD68,C5AR1,FCGR2A,GLUL,ASAH1,L1TD1,TXNIP,NPL,CORO2A,NLRP1,NEAT1,SLC11A1,DENND10P1,PTGER4,SLC44A2,CD300E,SULT1A1,TYMP,TUT7,CD79B,GIMAP1,RAB37,ACOT9,SCIMP,NECAP2,SMAP2,ALOX5,CTSS,CFD,TMEM11,CASP4,UBXN11,FYB1,DENND5A,ITGAL,MXD3,GBP2,HLA-E,ITGB1,FCGR3A,TNFRSF1B,FLNA,FTH1,AGTRAP,SAT1,IFIT3,TLR2,IFI30,FTL,LGALS3,ARAP1,CSK,GRK2"
Blood,CD25 LAG3+ T cell,"LAG3,CD4"
Blood,CD25+LAG3+ T cell,"IL2RA,LAG3,CD4"
Blood,CD4 T cell,"CD3E,CD4"
Blood,CD4+ T cell,"CD4,CD4,CD4,SLC2A1,CCR6,LTB,CD4,FOXP3,IL2RA,CTLA4,CD4,CD44,CD28,IL7R,CD27,CD4,CD4,CD4,ERAP1,ERAP2,CD4,CD4,CD4,CD4,CD79A,CD3D,TRIM21,IL10,LTB,LRRN3,CCR7,SELL,TIGIT,TNFRSF9,IKZF2,FOXP3,CCR7,IL7R,CD4,CD3E,CD4,FAM102A,CD4,IL7R,CCR7,CD4,CCR7,CD3G,SELL,CD3D,IL32,IL7R,S100A4,CD4,CD3D,PTPRC,CD4,KLRB1,PTGDR2,LTB,CD4,PTPRC,CD4,CD3E,CD4,CD4,EN1,IKZF2,SOHLH2,CD4,CD3D,CD4,ALDH1A1,ZFP36L1,ZFP36,RORA,LTB,TNFAIP3,CD4,IL7R,CD3D,CD4,CCR7,IL7R,CCR7,SELL,CD4,CD3D,IL7R,CD4,IL4R,IL7R,STAT4,IL12RB1,STAT6,MEIS2,FOXO3,EGFR,CDKN2A,TNFSF13,IDH1,IRF8,TCF7,SELL,CCR7,IL7R,CD3D,IL10,CD4,CD3E,CD4,CD40LG,ACTG1,ACTB,S100A10,TUBB,PFN1,S100A11,S100A4,MYO1G,IRF7,IRF9,OAS2,STAT2,OAS1,RNF43,ZNRF3,IL7R,LTB,CD4,CDR1,CDR2,CD3D,CD4,CD27"
Blood,CD4+ T helper cell,"CD4,PTPRC,CD3D,KLRB1,PTGDR2"
Blood,CD4+ central memory like T (Tcm-like) cell,"SELL,CD28,CD3E,CCR7,CD27,CD4,TCF7"
Blood,CD4+ cytotoxic T1 cell,"CCL4,CD27,PRF1,CD28,GZMB,CD4,CCL3,NKG7,CD3E"
Blood,CD4+ cytotoxic T2 cell,"CCL5,CD28,NKG7,CD3E,CD4,GZMB,CD27"
Blood,CD4+ recently activated effector memory or effector T cell (CTL),"S1PR1,GZMH,GNLY,PRF1,KLRG1,NKG7,S1PR5,CD4,TBX21,CD3E,CTSW,CX3CR1"
Blood,CD4+ tumor antigen-specific T (Tas) cell,"CD200,CXCL13"
Blood,CD4+CD25+ regulatory T cell,"CD4,IL2RA,PTPRC"
Blood,CD4+ T helper 17 cell,"KLRB1,CCR6"
Blood,CD4-CD28+ T cell,"ITGB2,IL2RA,B3GAT1,FAS,TNFRSF8,BCL2"
Blood,CD4-CD28- T cell,"ITGB2,B3GAT1,IL2RA,TNFRSF8,BCL2,FAS"
Blood,CD56bright Natural killer cell,"CD82,SELL,CD55,KLRC1,TNFSF10"
Blood,CD56dim Natural killer cell,"CD58,CX3CR1,ATP1B3,BSG,B3GAT1,CXCR1,HLA-E"
Blood,CD8 T cell,"CD8B,CD3E,CD8A,CD8B,CD3D,CD8A"
Blood,CD8+ T cell,"CD8A,TNFRSF8,CD8A,NCAM1,CD8A,CD3D,CD8A,NKG7,CD4,CD8B,CD8A,GZMK,CD8A,CD8B,CD8A,CD8A,CD8A,CD8A,CD8A,CD8A,CD27,ICOS,CD28,ABO,CD8A,CD8A,CD3D,CD38,CD8A,CD8A,CD3E,TLR10,TLR1,TLR6,CD8A,MAL,CD28,THEMIS,AQP3,PRF1,PRDM1,ANK3,CD8B,ZBTB38,CST7,IKZF3,CD8A,CD8A,CD3G,CD8A,CD3D,CD8B,CD8A,FGFBP2,FCGR3A,CD3D,PTPRC,CD8A,CD8A,CD8A,GZMA,CD8A,PTPRC,CD8A,CD3E,ERBB2,CD8A,CD3D,LAG3,HAVCR2,PDCD1,HLA-DRA,CD3D,CD8A,CCR7,CCR7,SELL,GPR183,CD8A,CD8A,CD3D,CD8A,CD8A,SELL,TCF7,CCR7,CD8B,CD8A,CD3E,CD8A,CD8A,CD3E,CD4,CD8B,CCL4,NKG7,CD8A,CD8B,CD8B,CD8A,HLA-B,HLA-A,HLA-C,CD8A,CD3D,CD28,CD8A"
Blood,CD8+ T helper 17 cell,"CCR6,KLRB1"
Blood,CD8+ mucosal-associated invariant T cell(CD8+ MAIT),"CD3E,CD8A,KLRB1,CD8B,CD4,ZBTB16,SLC4A10,RORC,RORA,NCR3"
Blood,CD8+ recently activated effector memory or effector T cell (CTL),"FGFBP2,S1PR5,CD4,GZMH,FCGR3A,CD8A,PRF1,TBX21,S1PR1,CD3E,CD8B,EOMES,KLRG1,CX3CR1"
Blood,CD8+ tumor antigen-specific T (Tas) cell,"CXCL13,ENTPD1"
Blood,CD8+ intraepithelial cell,"KLRC2,CD160,KLRC3"
Blood,Cancer cell,"MS4A1,ABCB5,CSPG4,MCAM,NGFR,SALL4,ERBB2,KLK3,ERBB2,KLK3,ABCB5,NGFR,CSPG4,MCAM,FOLH1,CDH1,MUC1,KRT8,FOLH1,KLK3,KRT19,KRT18,EPCAM,CD24,PTPRC,CD44,WFDC2,MITF,PMEL,TYR,MLANA,MCAM,IL3RA,CD33,COLEC10,TSHR,CCR7,CD4,AFP,DIPK1C,TNFRSF1A,TSPAN7,MTX2,TNFRSF1A,MLANA,BCL2,MCL1,SAMHD1,ILRUN,UHRF1BP1,PLEKHA1,CEACAM5,ERBB2,MCAM,CSPG4,CDKN2A,PIK3CA,TP53,MYC,FBXW7,CD163,BSG,CD68"
Blood,Cancer stem cell,"CD44,CD44,PROM1,CD44,CD24,CXCR4,CD44,CD44,TEK,PROM1,DCLK1,IL1RAP,CD44,PROM1,FLOT2,PROM1,MYC,CD44,THY1,CD44,IL1RAP,IL2RA,CD93,DPP4,ALCAM,PROM1,NCAM1,DPP4,PROM1,CXCL12,THY1,CD33,CLEC12A,IL3RA,IL3RA,CD244,CD34,CD44,CD47,CD93,CXCR4,CD7,CD34,IL2RA,IL2RA,CD96,HAVCR2,BST1"
Blood,Central memory CD4+ T cell,"CCR7,CD4,CCR7,CD27,CD4,CCR7,CCR7,MAL,SELL,TSHZ2,LEF1,TCF7,MYC,NOSIP,SOCS3,CD69,CD4,CCR7,CD4,CD27"
Blood,Central memory CD8+ T cell,"CCR7,CD8A,CCR7,CD8A,CCR7,CD27,MYC,SELL,MAL,SOCS3,LEF1,NOSIP,RCAN3,TCF7,TSHZ2,CCR7,SELL,CD27,CCR7,CD8A,CCR7,CD27"
Blood,Central memory T cell,"CD8A,CD4,CD27,SELL,CD4,CCR7,CD8A,CD27,CCR7,CCR7,CCR7,CD8A,CCR7,CD8A,PASK,IL7R,CD8A,FAS,CCR7,CD4,CCR7,CCR7,CCR7,CD27,CD27,CCR7,CCR7,SELL,CCR7,CD4,SELL,SELL,IL7R,CD4,CCR7,CCR7,GZMA,CD3D,S100A4,CCR7"
Blood,Central memory T helper 1 cell,"CD4,CCR7,TBX21"
Blood,Cholangiocyte,"KRT7,KRT7"
Blood,Circulating activated B cell,"PRSS3,CD19"
Blood,Circulating angiogenic cell,"KDR,PROM1,CD34"
Blood,Circulating fetal cell,"TFRC,MCAM,CLDN6,KCNQ4,MMP14,F3,CTNNB1,TCF3,CRYL1,JUN,EN1,SELE,SOX13,PF4,HMGA1,CLDN6,CD68,PBLD,MCAM,CD33,ATF4,PDGFC,SELPLG,CRABP1,TNC,KCNQ4,SMAD3,ACTB,PUM2,MMP9,CD9,SMC3,CRIP1,IL7R,OLIG2,GATA5,F11R,DLX5,FOXA2,HAMP,NCAM1,JUNB,COL1A2"
Blood,Circulating precursor cell,"PTPRC,CD34,PROM1"
Blood,Circulating progenitor cell,"CD34,MCAM,PROM1,CD14,PROM1,CD34"
Blood,Class switched memory B IgGκ cell,"CD19,MS4A1,CD27"
Blood,Class switched plasmablast,"CD27,CD38,CD19"
Blood,Class-switched memory B cell,"CD19,CD27,CD27,CD19"
Blood,Classical monocyte,"CD14,FCGR3A,CD14,CD33,FUT4,IL3RA,FCGR3A,CEACAM8,CD9,CD93,FCGR3A,ITGB3,CD14,CD14,CD14,CD14,CD14,C5AR1,CD14,FCAR,CD14,CD14,CD14,CD14,CD14,CD14,PTPRC,BASP1,CXCL8,S100A9,IFITM3,S100A8,VNN2,IFIT3,ALOX5AP,S100A12,HLA-DQA1,IFI6,HLA-DRB1,HLA-DRA,GPR183,ISG15,CD74,PLBD1,IFIT2,HLA-DPB1,IFI44L,ITGA4,MX1,CYP1B1,HLA-DPA1,PADI4,EPSTI1,HLA-DQB1,XAF1,CDKN1A,LYZ,FCN1,CD14,FCGR3A,VCAN,CD14,FCGR3A"
Blood,Conventional T(Tconv) cell,"ITGA4,IL2RA,TRAT1,IKZF2,FOXP3,IL7R"
Blood,Conventional dendritic cell,"CD33,ID2"
Blood,Conventional dendritic cell 1(cDC1),"CADM1,THBD,CD33,XCR1,CLEC9A,CLEC9A,THBD"
Blood,Conventional dendritic cell 2(cDC2),"PPA1,FCER1A,HLA-DQA1,CD1C,HLA-DQB1"
Blood,Conventional dendritic cell 2-A (cDC2-A),"CD33,CD5"
Blood,Conventional dendritic cell 2-B (cDC2-B),"CD33,CD163,CD36"
Blood,Cycling cell,"MKI67,TOP2A,MKI67"
Blood,Cytokine induced killer cell,"NCAM1,NCAM1,NCAM1,NCAM1"
Blood,Cytotoxic CD4+ T cell,"B3GAT1,PRF1,GZMB"
Blood,Cytotoxic CD4+ T2 cell,"NKG7,PRF1,GZMB"
Blood,Cytotoxic CD8+ T cell,"CD8A,GZMA,GZMA,NKG7,FGFBP2,GZMB,GNLY,GZMH,TRGC2,CCL5,KLRG1"
Blood,Cytotoxic NK cell,"PTPRC,FCGR3A"
Blood,Cytotoxic T cell,"CD8A,CD8A,CD8A,CD8A,CD8A,GZMA,PRF1,KLRG1,GZMB,CX3CR1,FGFBP2,NKG7,CD3D,CD8A,CD8A,CD3D,CD8B,GNLY,CD8A"
Blood,Dendritic cell,"CD83,CD83,CLEC9A,CD86,CD80,CD86,CD83,CD34,CD83,IL3RA,NRP1,CLEC4C,FCER1A,CD163,THBD,CD83,CD86,CD80,CD40,CCR7,CD83,JCHAIN,LILRA4,MZB1,CLEC10A,FCER1A,CST3,FCER1A,IL5RA,MS4A3,FCER1A,HPGD,CD1C,LYZ,CST3,LILRA4,PLD4,IL3RA,CLEC10A,FCER1A,IL3RA,ISG15,UBC,CLEC10A,IRF8,IFITM3,IFI6,CYBA,CD1C,HSPA5,IRF7,CLEC12A,FCER1A,LILRA4,FCER1A,CST3,FCER1A,FCER1A,LILRB4,CLEC4C,IL3RA,CD1C,CD1E,FCER1A,FLT3,HLA-DPA1,HLA-DQA1,IL3RA,FCER1A,THBD,CD1C,CD1C,CLEC10A"
Blood,Dendritic cell lineage,"SIGLEC6,IL3RA,AXL,CD33,CD2,SIRPA"
Blood,Differentiated effector T cell,"FAS,CD4"
Blood,Dividing plasma B cell,"MKI67,MZB1,CD38"
Blood,Double-negative B cell,"CD19,CD27,MS4A1"
Blood,Double-negative memory B cell,"CD19,CD27"
Blood,Double-positive T cell,"CD8A,PTPRC,CD4"
Blood,Early activated CD4+ T cell,"CD4,IL2RA"
Blood,Early activated CD8+ T cell,"CD8A,IL2RA"
Blood,Early effector T cell,"GZMK,CD3D"
Blood,Effector (EMRA) CD8+ T cell,"CCR7,CD27"
Blood,Effector CD4+ T cell,"CD4,SELL,GZMK,KLRB1,PRF1,GZMA,IFNG,CD3E,GZMB,PRF1,CD3D,PRDM1,CD4,GNLY"
Blood,Effector CD8 T cell,"GZMK,GZMB,GZMA,ZEB2,NKG7,CCL5,FGFBP2,CX3CR1,GZMH"
Blood,Effector CD8+ T cell,"CD8A,CD8A,GZMB,PRF1,CX3CR1,S100A4,GPR183,CD8A,GNLY,PRF1,GZMB,CD3D,CD3E,PRDM1"
Blood,Effector CD8+ memory T (Tem) cell,"PATL2,SRPK2,CAPN2,SLC9A3R1,GZMB,GNLY,EFHD2,TTC16,FGFBP2,SPON2,SYNE1,RGS19,TTC38,ARHGAP25,FUT11,AGTPBP1,AHNAK,VEZF1,PLEKHG3,FCGR3A,ZEB2,C12orf75,C1orf21,LPCAT1,FLNA,S1PR5,MYO1F,CX3CR1,TM4SF19-DYNLT2B,LGALS1,CD300A,PRSS23,RAP2B,SLC2A1,SLCO4C1,WDR37,FCRL6,RAP1B,KCNAB2,ZEB2-AS1,SH3BP5,ARL4C,MBP,TPST2,KLRD1,LLGL2,RNF166,GZMH,ZNF600,PXN,TAGLN2,FGR,MYO1G,CEP78,USP28,ADGRG1,MTSS1,STK10,GAB3,DSTN,ADRB2,GK5,PIK3R5,TBX21,ITGAM,GLUL,RASSF1,SH3BP5-AS1,PRKCB,PLEK,TM4SF19,KLRF1,SAMD3,VCL,FCGR3B,LILRB1,ADAM8,LITAF,OSBPL5,TGFBR3,EMP3,CASP8,BIN2,RAP1GAP2"
Blood,Effector T cell,"CD4,CD27,SELL,CD8A"
Blood,Effector T(Teff) cell,"B3GAT1,CD4,IL2RA,GZMK,PRDM1,TBX21,CXCR3,RORC,RUNX3,STAT4,IL23R"
Blood,Effector memory CD4+ T cell,"CD4,CD4,GPR183,GZMA,S100A4,IL7R,GZMA,CD4,CD4,CD4,CD4"
Blood,Effector memory CD8+ T cell,"CD8A,CD8A,CD8A,CD52,CXCR3,CD8B,ITGA1,CXCR4,CD44,CD8A,CD3E,CD4,GZMK,CXCR3,CD8B,CD8A,FGFBP2,CD8A,CD8A"
Blood,Effector memory T cell,"CD4,CD27,CD8A,SELL,CCR7,CD27,CD4,GZMK,KLRB1,IL7R,TNFSF13B,TIMP1,LTB,TNFRSF4,CD52,AQP3,IL7R,CXCR5,B3GAT1,CD4,CD8A"
Blood,Effector regulatory T(eTreg) cell,"CD4,IL2RA,GNLY,PRF1,GZMH,GZMA,SNAI1,IL2RA,CD4"
Blood,Endothelial cell,"MCAM,PTPRC,PECAM1,PTPRC,CD34,PROM1,CDH5,VWF,CDH5,SELE,CD34,PTPRC,PROM1,PECAM1,MCAM,PECAM1,KDR,CD274,KDR,MCAM,PECAM1,CLDN5,RAMP2,CDH1,FLT1"
Blood,Endothelial precursor cell,"PECAM1,KDR"
Blood,Endothelial progenitor cell,"KDR,PROM1,CD34,PROM1,KDR,CD34,PROM1,CD34,PTPRC,PROM1,PECAM1,CD34,KDR,PTPRC,CD34,PROM1,CD34,PTPRC,PROM1,KDR,CD34,PTPRC,PECAM1,PROM1"
Blood,Eosinophil,"SIGLEC8,CEACAM8,CCR3,FCGR3A,FUT4,CD9,IL5RA,CSF3R,IL4R,IL3RA,IL6R,CSF2RA,CD44,CEACAM5,IL2RA,CEACAM8,FCGR3A,FUT4,CD14,IL3RA,CD33,CD69,CD48,CD81,CD44,ICAM1,IL13,CD69,IL5,IL4,CCR3,ADGRE1,CCR3,CD9,FUT4,PTPRC"
Blood,Epithelial cell,"SOX2,KRT13,PAX9,KRT5,KRT7,EPCAM,KRT17,SPRR3,KRT8,KRT8,KRT19,KRT18"
Blood,Erythroid cell,"GYPA,TFRC,HBB,HBA2,HBA1,ALAS2,HBA1,HBG1,GYPA,TFRC,GATA1,ALAS2"
Blood,Exhausted CD4+ T cell,"PDCD1,LAG3,TIGIT,HAVCR2,PDCD1,PDCD1,HAVCR2,CD4,TIGIT,LAG3,CD3D,CD3E"
Blood,Exhausted CD8+ T cell,"TIGIT,HAVCR2,LAG3,PDCD1,HAVCR2,PDCD1,TIGIT,CD3E,CD8A,PDCD1,LAG3,CD3D"
Blood,Exhausted T(Tex) cell,"TIGIT,CD160,LAG3,PDCD1,CTLA4,CD244,PDCD1,HAVCR2,LAG3"
Blood,FOXP3+ natural regulatory T (Treg) cell,"CD6,CD4,IL2RA"
Blood,Fibroblast,"COL3A1,THY1,COL1A1,FAP,LOX,PDGFRA,FAP,COL1A1,DCN,C1R,S100A4,PDPN,SPARCL1,ACTA2"
Blood,Finally highly effector (TEMRA) memory T cell,"GZMH,CST7,NKG7,GZMA,CCL5,CCL4,GNLY"
Blood,Follicular regulatory T(Tfr) cell,"IL1R2,CTLA4"
Blood,Gamma delta(γδ) T cell,"TRDV2,TRGV9,TRGV9,TRDC,TRDV2,CD3D,TRGC1,GZMH,SLC4A10,TRGV9,TRDV2,GNLY,NKG7,TRGV9,CCL5,CD5,TRGV9,CD7,CD2,CD8B,TRDC,CD8A,KLRB1,TRDC,TRDV2,TRGV9,CD8B,CD4,CD3E,TRDC,TRGC1,TRGC2,TRGV9,TRDV2,TRDC"
Blood,Germinal center B cell,"MS4A1,NEIL1"
Blood,Granulocyte,"CEACAM8,CD14,PTPRC,FCGR3A,ENPP3,FUT4,CD63,CCR3,CD44,CEACAM8,CD33,IL3RA,FUT4,CEACAM8,FCGR3B,MPO,AZU1,PRTN3,GATA2,CEACAM8"
Blood,Granulocyte-monocyte progenitor,"COMMD5,B3GALNT1,PRTN3,RETSAT,AP3S1,NQO1,ERAP2,PTPRE,ASPM,KCNE3,MAMDC2,F13A1,DENND10,EPX,HAL,ADK,AREG,TYMSOS,TPSD1,USP13,CST7,IFNAR2,CALR,RAD51AP1,RAB44,RNASE2,CPA3,RNASE3,NPM1P37,VIM,IGLL1,TPSB2,M1AP,CD96,TRGC1,SELL,CLSPN,SMIM24,CALCOCO2,MUC1,CTSG,TCF19,HTATSF1,LGALS1,VMP1,NOG,CSTA,RMI2,SHCBP1,SPON2,MAP3K8,ZNF714,PLEK,TM7SF3,TPPP3,KBTBD11,SKA3,TTK,NUF2,PIFO,VPREB1,CP,LRPPRC,FNDC3B,IGFBP7,METTL7B,MCM10,CLEC12A,PTPN14,IL1RAP,ALDH4A1,MGST1,ELANE,MS4A2,CRNDE,APLP2,CCNE2,RAB3D,MS4A3,PYGL,MYBL2,LDHA,CASQ1,CDKN3,PDE3B,FCGR2A,DEPDC7,PEG3,ANXA1,TRGC2,CIAO2A,NUCB2,MCM4,ZFP37,GCNT1,APPL1,MPO,UBTD2,SDC4,UBE2J1,BTF3L4,PLD1,VDAC1,MTND4P15,PCLAF,MCM6,CCDC181,SUCNR1,TNFSF13B,TPSAB1,NIBAN1,UHRF1,GAPDHP42,CD38,SERPINB1,TLR4,HGF,CSF3R"
Blood,Granulocytic myeloid-derived suppressor cell(G-MDSC),"FUT4,CD80,CD33,FUT4"
Blood,Hematopoietic progenitor cell,"CD34,ITGA2B,CD34,GYPA,CD38,CD34,AVP"
Blood,Hematopoietic stem cell,"ALDH1A1,BMI1,CD34,CD38,CD44,CD48,FLT3,GATA2,GFI1,MCL1,MYB,PTEN,SPI1,CXCR4,ABCG2,CD93,CD244,CDCP1,ESAM,CASP3,MECOM,FLT3,ITGA6,KDR,KIT,PTPRC,SLAMF1,THY1,VCAM1,ZBTB16,PROM1,PROCR,CD34,CMAHP,PROM1,CD34,THY1,ITGA3,SOX4,ITGA2B,CD34,CD34,CD164,MLLT3,MSI2,CD34,CD59,AVP,AVP,CD34,PROM1,MECOM,LMO2,CLEC9A,ENG,ITGA6,HMGA2,THY1"
Blood,IgA memory B cell,"LOC102723407,MS4A1,CD27"
Blood,IgG memory B cell,"CD27,MS4A1"
Blood,IgM memory B cell,"MS4A1,CD27,CD27"
Blood,IgM only B cell,"CD19,CD27,MS4A1"
Blood,Immature B cell,"MME,FCER2,CD38,CD38,CD5,CD24,HLA-DPB1,HLA-DRB1,HLA-DRA,CD79A,CD74,CD83,CD24,CD19,CD38,CD19"
Blood,Immature erythroid cell,"HBM,CA2,CA1,HBD"
Blood,Immature myeloid cell,"IL3RA,FCGR3A,CEACAM8,CD14,CD33,FUT4"
Blood,Immature neutrophil,"FCGR3A,FUT4,FCGR3A,CD101,CEACAM8,TOP2A"
Blood,Immature transitional B cell,"CD19,CD38,CD24"
Blood,Immune cells,"ARL14,KPNA4,NAB1,DGKQ"
Blood,Immunoregulatory natural killer cell,"NCAM1,PTPRC"
Blood,Immunosuppressive neutrophil,"ARG1,ANXA1"
Blood,Induced regulatory T (Treg) cell,"CD4,IL2RA,IL7R,IL2RA,IL7R,CD4,FOXP3"
Blood,Inflammatory monocyte,"FCGR3A,CD14"
Blood,Innate lymphoid cell,"PTGDR2,KLRB1,IL7R,CD200R1"
Blood,Intermediate monocyte,"FCGR3A,CD14,IL3RA,CD33,CD14,FUT4,FCGR3A,CEACAM8,CD14,FCGR3A,CD14,FCGR3A,FCGR3A,FCGR3A,CD14,CD14,FCGR3A,CD14,FCGR3A,CD14,FCGR3A"
Blood,Intermediate monocyte cell,"CD14,APOBEC3A,GBP4,MARCO,MARCKSL1,FCGR3A"
Blood,Intermediate transition memory B cell,"IGHD,CD27"
Blood,Leukemic stem cell,"CD96,CD33,BST1,IL3RA,COLEC10,CD7,CD47,CD244,HAVCR2,CSF3R,CD34,KIT,PROM1,IL3RA,IL2RA,ADGRG1,ADGRG1"
Blood,Leukocyte,"PTPRC,PTPRC,PTPRC,FCGR3A,CD38,MS4A1,PTPRC,PTPRC,PTPRC,PTPRC,PTPRC,HAVCR2,IL2RA,MS4A1,PDCD1,CD40LG,ITGAM,ITGAL,CD38,LAG3,CD274,CD69,NCAM1,ITGAX,FAS,DNA2,PRF1,FCGR3A,PTPRC,CTLA4,CCR4,CD14,CD19,MKI67,CD4,TBX21,CD8A,EOMES,IFNG,CD27,IL7R,CD28"
Blood,Live CD19+ cell,"CD38,CD27"
Blood,Low-density neutrophil,"CD226,ITGB3,CD36,ITGA2B"
Blood,Lymphocyte,"CX3CR1,ITGAE,CD8A,CD4,PTPRC,CD79A,NKG7,CD3D,LTB,MME,CD4,TNFRSF8,PTPRC"
Blood,Lymphoid cell,"NCAM1,TIA1,NCAM1,CD19,CD19,CD4,CD8A"
Blood,Lymphoid-primed multipotent progenitor cell(LMPP),"B3GAT2,CACNB4,DENND11,ASPRV1,GRB2,ZNF367,STXBP5L,PPP2R3B,FGD6,COL6A3,RPL7P52,ARFGAP1,MTUS1,PDE1A,ADAM19,MMP28,GRAMD1B,SNX10,SSC4D,LCAT,NKAIN2,SLC22A17,CYTIP,CLIP3,PROM1,PTGDR2,PROB1,PSPN,FAM210B,SIGLEC17P,CAPSL,ITPK1-AS1,ZFP36L2,DPYSL3,KCTD9,LINC01359,RNF103,RNF213,MYO1G,PLCXD2,GAS7,KLHL6,NPL,ZSWIM1,EBF1,TRPM2,LY6G5C,OXR1,CD47,TREML1,OAS2,GRAMD1B,VPS54,BCLAF3,TARBP1,KLKB1,PWRN1,RPGRIP1L,LINC02910,ZKSCAN8,ANKRD44,PRAME,CDK9,QPRT,CD34,RNPEPL1,S100A8,EDC4,CRAT,PADI4,LAT2,PLAGL2,ETS1,FCRL3,STK32B,PROX2,USP2,HERC4,COBL,LDB2,C2orf92,BNIP3P11,ST3GAL5,CCDC168,TRBV29-1,ALOX15B,SGMS1-AS1,CD34"
Blood,M1 macrophage,"CCR7,CD86,TLR2,TLR4,FCGR3A,CXCL10,FCGR1A,CD80,FCGR2A,SELP,IL7R,CD86,CD80,CD68,CD86,CD68,CD86,CCL4"
Blood,M2 macrophage,"CD163,CLEC4A,MRC1,FCER2,IL1B,TNFSF10,RETNLB,CXCR4,CD209,CD36,CD163,CD163,CD14,CD163,IL10,MRC1,ARG1,CHI3L1,CD163,MRC1,MS4A4A"
