Tissue,CT,Gene
Pancreas,Blood cell,"ALAS2,HBG1"
Pancreas,CD4+ T cell,"SELL,CD4"
Pancreas,CD8+ T cell,"ITGAE,CD8A,CD8B"
Pancreas,Cancer associated fibroblast(CAF),"FAP,ACTA2,DCN"
Pancreas,Cancer cell,"MUC1,EPCAM,GPC1,WNT2,EGFR,KRAS,MYC,TP53,KARS1"
Pancreas,Cancer stem cell,"CD44,FLOT2,CD24,PROM1,MET,LGR5,NANOG,DCLK1,THY1,CD44,FLOT2,CD24,CD9,PROM1,SOX9,PAF1,PAF1,FLOT2,ALDH1A1,CD44,NOTCH2,PAK4"
Pancreas,Cancer-associated fibroblast,"DCN,PDGFRA,PDPN"
Pancreas,Classical cancer associated fibroblast,"MMP11,SFRP2,COL1A1,FAP"
Pancreas,Complement-secreting cancer associated fibroblast,"CFI,C3,CFD,CFH,CALCA"
Pancreas,Conventional dendritic cell 1(cDC1),"XCR1,BTLA"
Pancreas,Conventional dendritic cell 2(cDC2),"ITGAX,ITGAM"
Pancreas,Cytotoxic cell,"GZMH,GZMA,GZMB,PRF1,KLRK1,KLRD1,KLRB1"
Pancreas,Delta cell,"PSIP1,ETV1,LCORL,PCSK1,RGS2,ISL1,BCHE,PRG4,BHLHE41,FRZB,PDLIM4,POU3F1,ERBB4,LEPR,GABRG2,EHF,SST,PPY,SST,SST,SST"
Pancreas,Dendritic cell,"CD34,CD1A,FCER1A,CR2,CD1C,CD1A,CD1C"
Pancreas,Ductal cell,"PROM1,KRT19,KRT7,KRT7,BMPR1A,SOX9,PDX1,KRT19,KRT19,SLC4A4,BICC1,SCTR,ANXA4,MUC6,CFTR,SOX9,SOX9,MMP7,CFTR,ANXA4,AMBP,KRT8,HNF1B,PDX1,SOX9,ACE2,KRT19,SLC4A4,CFTR"
Pancreas,Ductal epithelial cell,"S100A14,CLDN1"
Pancreas,EMT-like cell,"ZEB1,CDH2,SNAI2"
Pancreas,Endocrine cell,"LRP11,SLC30A8,SEZ6L2,DISP2,CD99,CHGA,CHGB,IAPP,INS,CHGA,SST,GCG,INS,ISL1,PPY,CHGA,INS,ISL1"
Pancreas,Endocrine progenitor cell,"CXCR4,DNER,DDR1"
Pancreas,Endothelial cell,"ENG,CDH5,VWF,CDH5,CLDN5,VWF,PLVAP,VWF,KDR,FLT1,B2M,CD36,PLVAP,SLCO2A1,VWF,PECAM1,CDH5"
Pancreas,Epithelial cell,"KRT19,CDH1,FOXA1,KRT19,CDH1,EPCAM,KRT19,ESRP2,ESRP1,CDH1,RPE65,CDH1,MACC1,SLC15A1,BACE2,CA2,DSC2,CDH1,EPCAM,ELF3,TJP2,KRT19,EPCAM,KRT19,EPCAM,MUC1,KRT19"
Pancreas,Epithelial ductal cell,"KRT19,AQP5,CDH1,SOX9"
Pancreas,Exhausted CD8+ T cell,"PDCD1,LAG3,TIGIT"
Pancreas,Fibroblast,"COL11A1,LUM,DCN,COL1A1,ACTA2,COL1A1,SPARC,PDPN,FAP,ACTA2,FN1,THY1,LUM,DCN,COL1A1"
Pancreas,Follicular B cell,"CR2,FCER2,CD19,CD22"
Pancreas,Gamma cell,"SST,PPY,PPY"
Pancreas,Immune cell,"MS4A1,CD163,CTLA4,ENTPD1,FOXP3,PTPRC,ITGAM,CD8A"
Pancreas,Inflammatory cancer-associated fibroblast,"CXCL12,IL6,ACTA2"
Pancreas,Inflammatory cancer‐associated fibroblast (iCAF),"LMNA,PDGFRA,DPT,CFD"
Pancreas,Leukocyte,"PTPRC,CD4,CD163"
Pancreas,Lymphatic endothelial cell,"PROX1,FLT4,PDPN,LYVE1"
Pancreas,Lymphocyte,"CD3D,CD3G,IL7R"
Pancreas,M1 macrophage,"IRF1,CD86"
Pancreas,M2 macrophage,"CD163,MRC1,CD163,MRC1,CD163,MRC1,MRC1"
Pancreas,Macrophage,"FCGR1A,AIF1,CD14,CD68,CD68,MRC1,CD163,CD68,CD86,CSF2RA,CD14,ZEB2,CD74,HLA-DRA,HLA-DRB1,HLA-DPA1,PTPRC,CD68,MRC1,CD86,IRF5,CD163,FCGR2A,CD68,CD68,CD14,FCGR3A,CD68,CD68,AIF1,CSF1R,CD86"
Pancreas,Mast cell,"TPSAB1,MS4A2,KIT"
Pancreas,Mesenchymal cell,"THY1,SNAI2,ZEB2,VIM,ZEB1,SNAI1,CDH2,KDELR3,GPC6,FAP,VIM,SERPINE2,INHBA,FN1,MMP7,VIM,VIM,DCN"
Pancreas,Monocyte,"CD14,CD68,VCAN,S100A8,S100A9,FCN1,CD14,TLR2,CD33"
Pancreas,Monocyte derived dendritic cell,"CD1E,CD1C,CLEC10A,FCER1A"
Pancreas,Monocyte-derived macrophage,"CD63,CD68,CXCL8,MARCO,APOE,CCL2,CCL3"
Pancreas,Myeloid cell,"FCER1G,CD68,CD68,ARG1,CD33,CD14,FUT4,ITGAM,ITGAX"
Pancreas,Myofibroblastic cancer-associated fibroblast,"TAGLN,ACTA2"
Pancreas,Myofibroblastic cancer‐associated fibroblast (myCAF),"TAGLN,TPM1,POSTN,MYL9,TPM2,HOPX,MMP11"
Pancreas,Natural killer cell,"KLRB1,NCR1"
Pancreas,Neuron,"GAP43,PRPH"
Pancreas,Neutrophil,"FCGR3A,CSF3R"
Pancreas,Non-recirculating tissue-resident memory T cell,"ITGAE,ITGA1,PDCD1"
Pancreas,Non-β endocrine cell,"SOD2,PDK4,SST,PPY,GCG"
Pancreas,Pan-cancer associated fibroblast,"FN1,TAGLN,ACTA2"
Pancreas,Pancreatic polypeptide cell,"MEIS2,ENTPD2,ETV1,LMO3,ZNF506,PAX6,THSD7A,AQP3,CARTPT,EGR3,MEIS1,SERTM1,CHN2,ARX,SLITRK6,PTGFR,PPA1,SPP1,FOLR1"
Pancreas,Pancreatic progenitor cell,"PROM1,NKX6-1,GP2,CD24,F3"
Pancreas,Pancreatic stem cell,"PROM1,CXCR4,NANOG,LGR5"
Pancreas,Plasma cell,"CD38,SLAMF7,TNFRSF17,CD27"
Pancreas,Progenitor cell,"PDX1,PDX1,KRT19,SPP1,SOX9,GP2,ONECUT2,HNF1B,SOX9,TTYH1,GP2,PDX1,PTF1A"
Pancreas,Proliferative ductal cell,"PLK1,AURKA,CDK1"
Pancreas,Regulatory B(Breg) cell,"CD5,CD1D"
Pancreas,Regulatory T (Treg) cell,"CD4,IL2RA,IL7R"
Pancreas,Regulatory T(Treg) cell,"FOXP3,CD4,FOXP3,CD8A,IL2RA,FOXP3"
Pancreas,Schwann cell,"S100B,PMP22,SCN7A,CRYAB,CDH19"
Pancreas,Smooth muscle cell,"NOTCH3,CSRP2,RGS5"
Pancreas,Stellate cell,"ADIRF,PDGFRB,RGS5,ACTA2,NOTCH3,COL1A2"
Pancreas,Stem cell,"LGR5,NANOG"
Pancreas,T cell,"HHLA2,CD69,CD4,CD3E,CD8A,CD3D,CD2,CD8B,CD4,CD40LG,CD3E,CD8A,CD3D,IL7R,CD247,CD3G,CD3E,PDCD1,TNFRSF9,CD3E,CD2,CD3D,CD3G,CD6,SH2D1A,CD3E,CD3G,CD3D,CD3E,CD8A,CD8A,CD4,CD69,CXCR4,CD3D,PTPRC"
Pancreas,T helper 1(Th1) cell,"TBX21,PTPRC,CD4"
Pancreas,T helper 2(Th2) cell,"CD4,PTPRC"
Pancreas,T helper cell,"CCR6,CD4,CXCR3"
Pancreas,Tissue resident macrophage,"AMY2A,CELA3A,INS,PRSS1"
Periodontium,Fibroblast,"DCN,COL1A1"
Periodontium,Monocyte,"MS4A6A,S100A9"
Periodontium,Plasma cell,"IGHG1,JCHAIN"
Periodontium,Stem cell,"THY1,NT5E"
Periosteum,Mesenchymal stem cell,"THY1,ALCAM,NT5E"
Periosteum,Periosteum-derived progenitor cell,"ALCAM,CD9,PTPRC,THY1"
Peritoneal fluid,B cell,"CD24,CD14,CD40,MS4A1"
Peritoneal fluid,Dendritic cell,"CD40,ITGAX"
Peritoneal fluid,Haematopoietic cell,"CD9,PTPRC"
Peritoneal fluid,Innate lymphoid cell,"IL7R,KIT"
Peritoneal fluid,M1 macrophage,"FCGR1A,CD40"
Peritoneal fluid,M2 macrophage,"MRC1,CD163"
Peritoneal fluid,Macrophage,"FCGR1A,ITGAX,CD68,CD14,FCGR3A"
Peritoneal fluid,Monocyte,"FCGR1A,CD14,FCGR3A,CD68,ITGAX"
Peritoneal fluid,Natural killer cell,"KLRD1,IL7R,FCGR3A,NCAM1,KIR2DL3,KLRC1"
Peritoneal fluid,T cell,"KLRC1,KLRD1,IL7R"
Peritoneum,Fibroblast,"COL1A2,LUM,MMP2"
Peritoneum,Mesothelial cell,"UPK3B,CDH2,KRT7"
Pharynx,B cell,"CD79B,CD79A,CD19,MS4A1"
Pharynx,Cancer-associated fibroblast,"COL3A1,COL1A1,DCN"
Pharynx,Epithelial cell,"EPCAM,KRT19,KRT18,KRT5,KRT15"
Pharynx,Germinal center B cell,"SNX29P2,SYNE2,SERPINA9,NEIL1,MARCKSL1,DAAM1,UCP2,HMCES,RGS13,SUGCT,RFTN1,BCL7A,HMGN2,TCL1A,IRAG2,EZR,ACTG1,PTTG1,SERF2,LPP,HMGA1,GAPDH,HMGN1"
Pharynx,Macrophage,"C1QA,C1QB,ASAH1,C1QC,APOC1,CD81,APOE,HES1,RNASE1,CD14,FTL,PLD3,CTSL,ACP5,CD68,LGALS3,CCL4,IFIT1,TREM2,SPP1,PSAP,PRDX1,CD163,CTSD,CCL8,IFI6,CREG1,MAFB,IFI27,MS4A4A,MS4A7,PLA2G7,LGMN,CTSC,ADAMDEC1,NUPR1,CXCL9,MMP9,SLC40A1,CTSS,CCL3,GPNMB,FCER1G,FCGR3A,MARCKS,CTSB,GLUL"
Pharynx,Monocyte,"APOBEC3A,G0S2,TIMP1,APOBEC3B,S100A9,SOD2,C15orf48,S100A4,CCL20,IL1RN,S100A8,S100A12,FPR1,VCAN,CXCL8,CCL2,FCN1,IL1B,EREG"
Pharynx,Myeloid cell,"LYZ,MS4A6A,CD68,CD1E,IL3RA,LAMP3"
Pharynx,Natural killer cell,"IFITM3,GNLY,TYROBP,FCER1G,KLRF1,PRF1,HOPX,KLRC2,XCL1,XCL2,KLRC1,CTSW,KLRD1"
Pharynx,Plasma cell,"SPCS1,RABAC1,ERLEC1,SEC61G,SDF2L1,KDELR1,SUB1,CD38,TMEM258,MZB1,SELENOM,KDELR2,SEC61B,TMED10,CD27,TRAM1,TXNDC15,ARF4,HM13,FKBP11,TMED9,CD59,NPC2,PRDX4,SEC11C,TNFRSF17,SRGN,SLAMF7,XBP1,DNAJB9,TMED2,SPCS3,PIM2,SDC1,SELENOK,SSR4,JUN,GSTP1,LMAN1,ITM2C,NUCB2,IFI27,IFI6,PPIB,PDIA6,P4HB,CRELD2,DERL3,TIMP1,TMEM59,CD63,HSPA5,RRBP1,FKBP2,SELENOS,HLA-C,SSR3,LGALS1,MANF,RPN2,PSAP,TMBIM6,KRTCAP2,HSP90B1,MYDGF,JSRP1,NEAT1,JCHAIN,PDIA4,SPCS2,HERPUD1"
Pharynx,Plasmacytoid dendritic cell(pDC),"BCL11A,CLEC4C,SMPD3,CCDC50,SLC15A4,PLAC8,LAMP5,LRRC26,GAPT,ITM2C,IRF7,NUCB2,MZB1,IL3RA,JCHAIN,PPP1R14B,CYB561A3,MAP1A,GZMB,MPEG1,PTCRA,SCT,HIGD1A,TRAF4,PLD4,C12orf75,TCL1A,ALOX5AP,SPCS1,OFD1,LTB,IDH3A,APP,LILRA4,PTGDS,PTPRS,UGCG,SELL,CLIC3,TCF4,TSPAN13,SPIB,SEC61B,CCDC186"
Pharynx,T cell,"CD2,CD3G,CD3E,CD3D"
Placenta,Amniotic fluid stem cell,"CD44,NT5E,THY1"
Placenta,CD106+ mesenchymal stem cell,"PLAUR,VCAM1,CD248,CD47"
Placenta,Decidual cell,"IGFBP1,PRL,DKK1"
Placenta,Dendritic cell,"CD83,CD52,CD14,CD86"
Placenta,Extravillous trophoblast,"ITGA5,CD9,MMP9,HLA-G,ITGA1,MMP2"
Placenta,Extravillous trophoblast cell,"HLA-G,PAPPA2"
Placenta,Macrophage,"CD14,CD163,AIF1,CSF1R,CD53,CD209,CD68"
Placenta,Mesenchymal stem cell,"ITGB1,CD44,NT5E,ITGA1,VCAM1,MCAM,FZD9,NT5E,CD44,ITGB1,CD34,NT5E,PTPRC,CD44,CD44,PTPRC,CD44,CD34,PTPRC,CD34,MCAM,CD44"
Placenta,Mesenchymal stromal cell,"THY1,ALCAM,NT5E,THY1,PTPRC,CD34"
Placenta,Monocyte-derived macrophage,"CD14,CD163,CD68"
Placenta,Neutrophil,"CEACAM8,FCGR3A,FUT4,MME"
Placenta,Placental tissue cell,"LIMCH1,FLT1,TAP1"
Placenta,Red blood cell (erythrocyte),"HBA1,HBG1,ALAS2,HBB"
Placenta,Stem cell,"NT5E,THY1,POU5F1,THY1,ITGB1,CD44,ANPEP,ABCG2,ABCG2,ABCG2,NT5E,THY1,ALCAM,KIT,FLT1"
Placenta,Syncytiotrophoblast,"CGA,CYP19A1,GH2,SDC1,CD63,CGA,S100P"
Placenta,T cell,"CD3G,GZMA"
Placenta,Trophectoderm cell,"TBX3,ATP1B3,FGFR4,CLDN10,POU5F1,GATA2,SOX4,S100A6"
Placenta,Trophoblast cell,"KRT17,ITGB4,CCNB1,ITGA2,ITGA6,KRT23"
Placenta,Vascular endothelial cell,"ICAM1,PLVAP,CD34,CDH5"
Placenta,Vascular smooth muscle cell(VSMC),"CNN1,MYH11"
Placenta,Villous stromal cell,"CCN3,CCN1,ECM1"
Prostate,B cell,"MS4A1,MS4A1,CD79A,BLNK,CD19,CD79B,MS4A1"
Prostate,Basal cell,"TEAD1,TAFAZZIN,KRT5,TP63,KRT14,KRT5,CASP3,ITGA6,TACSTD2,KRT15,TP63,KRT5"
Prostate,CD8+ T cell,"GZMB,PTPRC,CD8A"
Prostate,Cancer cell,"WFDC2,AMACR,EGFR,ATAD2,PFKFB4,PIAS2,UBE2T,PTEN,EPCAM,CDH1,AMACR"
Prostate,Cancer stem cell,"PROM1,CD44,CD44,PROM1,PROM1,CD44,CD24,CD44,CXCR4,CD44,ABCG2,PROM1,PROM1,CD44,CXCR4,PROM1,CD24,HGF,ABCG2,POU5F1,BMI1,NANOG,CD44,ITGA6,PROM1,HES1,SOX2,KIT,CD44,PROM1,CD44,PROM1,POU5F1,EZH2,CD44,PSCA,ITGA2,PROM1,TACSTD2,PROM1,CD44,PROM1,PROM1,KRT8,CD44,KRT5,CD40,ABCG2,LEF1,CD44,RIPOR2,MELTF,ALCAM,PROM1"
Prostate,Cancer-associated fibroblast,"THY1,THY1"
Prostate,Endothelial cell,"PECAM1,CDH5,ENG,SELE,PECAM1,VWF"
Prostate,Epithelial cell,"AMACR,ESRP2,ESRP1,CDH1,EPCAM,FRMD6,KRT5,AR,TMPRSS2,NKX3-1,KRT5,KRT8,CDH1,EPCAM"
Prostate,Fibroblast,"APOD,MYH11,GJA4,RSPO3,TNFAIP6,MT1A,PTGDS,APOD,FBLN1,DCN,RGS5,FGF2"
Prostate,GrB+ Regulatory B cell,"CD19,BSG,CD38"
Prostate,Immune cell,"CD8B,CD274,CD8A,PDCD1LG2,PDCD1"
Prostate,Luminal cell,"KRT18,AR,KRT8,KRT8"
Prostate,Luminal epithelial cell,"KLK2,ACP3,MSMB,MSMB,KLK3,KLK3,KLK2"
Prostate,Macrophage,"CD163,LGALS3,APOE,C1QA,C1QB"
Prostate,Mesenchymal cell,"VIM,ZEB1"
Prostate,Myeloid cell,"IL1B,APOE,LYZ"
Prostate,Natural killer cell,"KLRD1,KLRF1,KLRK1,KLRC1,NCAM1"
Prostate,Neuron,"ENO2,POU3F2,CHGA,SYP"
Prostate,Progenitor cell,"KRT19,CASP3,KRT5,ABCG2,PDCD1,CD8A,HNF1A"
Prostate,Stem cell,"PROM1,CASP3,CD44,ALCAM,CD44,TACSTD2,SOX2,CD44,PROM1,ITGA6,PROM1,CDK12,CD44,CXCR4,ALDH1A1,CD44,NANOG"
Prostate,T cell,"CD8A,CD3E,CD3D,CD3G,CD3E,CD2"
Respiratory tract,KIR + RA + T cell,"GEM,CD8A"
Salivary gland,Antigen-presenting cell,"CD80,CD86,CD83"
Salivary gland,B cell,"MS4A1,CD79A,MS4A1,CD19"
Salivary gland,Epithelial cell,"TJP1,CDH1"
Salivary gland,Germinal center B cell,"CD19,CD38"
Salivary gland,Macrophage,"SPP1,FABP4,FCN1"
Salivary gland,Memory B cell,"CD19,CD27"
Salivary gland,Monocyte,"CD14,FCGR3A,CD14,FCGR3A,CD68,CD14"
Salivary gland,Myoepithelial cell,"SMN1,S100A1,ITGB1,S100A1"
Salivary gland,Natural killer cell,"KLRF1,NCR3,NCR3,NCAM1,NCAM1"
Salivary gland,Pathogenic T peripheral helper cell,"CD4,ICOS,PDCD1"
Salivary gland,Plasma cell,"SDC1,IGKC,SDC1"
Salivary gland,Regulatory T(Treg) cell,"IL2RA,CTLA4"
Salivary gland,Serous cell,"AMY1A,LPO,STATH"
Salivary gland,Stem cell,"ABCG2,CD34,CD44,NANOG,BMI1"
Salivary gland,T cell,"CD5,CD3D"
Salivary gland,T follicular helper(Tfh) cell,"ICOS,CD4,CXCR5,PDCD1"
Skeletal muscle,Pluripotent stem cell,"PAX1,FOXC2,COL2A1,NODAL,TBXT,TBX18,FOXC1,MEOX1,PAX3,CDH2,MEOX2,HES7,POU5F1,UNCX,SOX2,MIXL1,SOX9,RIPPLY1,TCF15"
Skin,Activated T cell,"CXCR3,ICOS,CD8A,CD3E,TNF,CD4,CD8B,IL2,CD27,CD2,IL2RA,IFNG,TNFRSF9,TNFRSF4,CD28,CD69"
Skin,Activated langerhans cell,"CD83,PIM3,PXDC1,MMP9,LMNA,STK17B,ARL4C,C15orf48"
Skin,Adipocyte,"ADIPOQ,SCD,COL1A1,CFD,APOE"
Skin,Anterior cell,"PAX6,SIX1,DLX5"
Skin,Antigen-presenting cell,"HLA-DPB1,HLA-DRA,HLA-DQA1"
Skin,B cell,"MS4A1,CD19,IGHG2,JCHAIN,IGHG1,MS4A1,MS4A1,JCHAIN,CD79A,IGLL5,MS4A1,CD79A,TCL1A,MS4A1,CD19,IL17B,JCHAIN,IGHG1,FCER2,TBX21,IGHD,ITGAX,CD27,CD19,MS4A1,LAG3,CD38,VCAM1,CD27,CD79A,FCER2,IL4R,CD27,MS4A1,CR2,CD19,CD19,CD79A,CD19,MS4A1,CD79A,MZB1,JCHAIN,IGLL1,MS4A1,MS4A1,CD79A"
Skin,Basal cell,"CDH3,KRT2,TGM3,DSC1,KRT14,IVL,KRT5"
Skin,Basal epithelial cell,"KRT5,KRT14,ITGB1,ITGA6"
Skin,Basal forebrain cholinergic neuron (BFCN),"NGFR,SLC18A3,CHAT,ISL1"
Skin,Basal keratinocyte,"CXCL14,KRT14,KRT5"
Skin,Basophil,"CD63,ENPP3"
Skin,CD4+ T cell,"GIPR,SYTL2,ABCG2,LNPEP,ANXA7,ERAP1,FYCO1,ZNF816,STAT3,CCDC66,AFF3,HERC5,UBLCP1,IFIH1,LEKR1,GJB2,ERAP2,METTL1,RASGRP1,BCL2,IL23R,CD3E,CD4,ITGAX,CD4,CD69,CD4"
Skin,CD8 tumour-infiltrating lymphocyte,"TNFRSF9,PDCD1"
Skin,CD8+ T cell,"CD8A,CXCR5,ENTPD1,CX3CR1,KLRK1,CD8A,CD8B,CD8B,CD8A,GZMK,NKG7,ITGAE,GNLY,ITGA1,PRF1,CXCR6,GZMB,CD8A,CD8A"
Skin,Cancer cell,"SOX10,PMEL,CD36,MLANA,S100B,DCT,SOX10,PMEL,PRSS1,TYR,MITF,RANBP2,ZAR1,S100A1,MCAM"
Skin,Cancer stem cell,"SOX2,PROM1,PROM1,PROM1,ALCAM"
Skin,Cancer-associated fibroblast,"YAP1,FAP,COL11A1,DPP4,VCAN,PDGFRB,COL6A3,OLFML2B"
Skin,Central memory T cell,"CCR7,SELL,CCR7,CD27,CD69"
Skin,Conventional dendritic cell 1(cDC1),"CD4,IRF8,THBD,CD1C,CLEC10A,WDFY4,IRF8,CLEC9A"
Skin,Conventional dendritic cell 2(cDC2),"CXCR4,CD4,CD1E,SOCS2,SLCO5A1,IRF4,CD1B"
Skin,Cranial neural crest cell,"POSTN,PLP1,TFAP2A,MPZ,PAX3,SOX10"
Skin,Cutaneous squamous cell carcinoma (cSCC)cell,"KRT6A,CDKN2A"
Skin,Cytotoxic T cell,"CD8A,TCF7,TIA1,PRF1,GZMB,GZMA,MAPKAPK5,CRTAM"
Skin,Dendritic cell,"CD1C,CD209,CCL17,LY75,SIRPA,CD209,CD40,CD80,AIF1,CD86,CD14,LAMP3,CIITA,ITGAX,NRP1,LILRA4,CD4,THBD,IL3RA,CD86,ITGAX,CD1C,CD14,XCR1,ITGAX,CD38,IL3RA,CD1A,CD68,CD1C,ATP1B1,CD1C,RGS1,TYROBP,GZMB,CD1C"
Skin,Dermal cell,"DPP4,THY1,PTPRC,CD34,SFRP2,TCF4,WIF1,APCDD1"
Skin,Differentiated keratinocyte,"KRT10,KRT1"
Skin,Dopamine neuron,"SOX6,SOX1,PITX3,DRD1,FOXA1,SLC18A1,NR4A2,MSX1,SOX2,CCK,EN1,SLC18A2,TH,DRD2,DDC,LMX1A,KCNJ6,LMX1B,SLC18A1,EN2,FOXA2,CALB1,SLC6A3,OTX2"
Skin,Embryonic stem cell,"NANOG,POU5F1"
Skin,Endothelial cell,"PECAM1,PECAM1,PECAM1,PECAM1,PECAM1,VWF,PECAM1,PECAM1,VWF,SERPINE1,VWF,MMP1,ERG,ERG,PECAM1,PECAM1,PECAM1,PECAM1,PECAM1,PECAM1,CLDN5,TFF3,VWF,VWF,CLDN5,CLDN5,CD74,PECAM1,EGFL7,SERPINE1,CSF3,PECAM1,CD34,CDH5,PHLDA1,SLC12A2,VWF,CLEC14A,PECAM1,VWF,PECAM1,CDH5,PECAM1,VWF"
Skin,Epidermal cell,"ITGA6,WNT6,LEF1,KRT14,KRT10,KRT1"
Skin,Epidermal progenitor cell,"TP63,WNT6"
Skin,Epidermal stem cell,"CD34,CD200,YAP1,CSPG4,ITGA6,ITGB1,CSPG4,CD46,KRT15"
Skin,Epidermis cell,"KRT19,WNT6"
Skin,Epithelial cell,"CD24,ANPEP,CDH1,IL6R,IL6ST,ITGAE,THBD,VCAM1,EPCAM,KRT14,KRT5,KRT1,KRT10,SCGB2A2,DCD,KRT19,PIP,MUCL1,IVL,ANLN,FOXM1,TP63,TGM1,ITGB1,CKAP2L,HMGB2,EZH2,BRD4"
Skin,Exausted T(Tex) cell,"CTLA4,BTLA,PDCD1,LAG3,ENTPD1,CTLA4,BATF,HAVCR2,LAG3,PDCD1"
Skin,Exhausted CD8+ T progenitor cell,"PDCD1,HNF1A"
Skin,Exhausted T(Tex) cell,"CD8A,CD8B,LAG3,KIR3DL1,CD3E,HAVCR1,CTLA4,CD4,PDCD1,CD2,BTLA,ADORA2A,HAVCR2,EOMES"
Skin,Fibroblast,"LYVE1,DPP4,CD36,FAP,KRT14,THY1,VIM,FAP,COL1A1,CXCL14,PLA2G2A,TRIL,APCDD1,PAX1,LUM,COL1A1,COL1A2,COL1A1,DCN,COL6A2,PDGFRA,CFB,COCH,MMP2,ACTA2,PLPP3,SDC2,PCOLCE,COL1A1,PDGFRA,LUM,MXRA8,FBLN1,COL1A2,VIM,DCN,SMN1,DCN,LUM,COL1A1,FN1,ICAM1,IL6,PDPN,CD34,SERPINH1,CCL19,DCN,APOD,COL6A5,COL1A1,MEG3,COL1A2,FN1,COL1A1,DCN,CFD,APOD,CFD,DCN,COL1A1,APOD,APOE,CXCL12,MMP2,THY1,COL1A1,COL1A1"
Skin,Gamma delta(γδ) T cell,"NCR1,TRD,TRG,NCAM1,STYK1"
Skin,Glutamatergic neuron,"BCL11B,OTX1,TBR1,GRIN1"
Skin,Hair follicle cell,"RUNX1,CD34,SOX9"
Skin,Hematopoietic cell,"CCL5,CD69,CST7,PTPRC,PTPRC"
Skin,Immune cell,"PTPRC,PTPRC,PTPRC,CD3E,ITGAM,PTPRC,PTPRC"
Skin,Inflammatory fibroblast,"CHI3L1,TIMP1"
Skin,Innate lymphoid cell (ILCs),"ID2,IL1R1,KIT,ZBTB16"
Skin,Keratinocyte,"SPRR2A,KRT14,TFRC,CD44,KRT5,KRT19,HOXB2,KRT14,KRT1,KRT5,KRT2,KRT1,KRT5,KRT5,KRT1,KRT14,GJB2,KRT1,UBE2C,FASN,ATP1B1,KRT14,KRT15,KRT5,KRT1,KRT14,KRT7,KRT15,KRT10,DEFB1,KRT1"
Skin,Keratinocyte progenitor cell,"CD34,ABCG2"
Skin,Langerhans cell,"CD1A,CD207,CD207,CD1A,CD207,CD207,CD207,CD1A,S100B,CD207,CD1A,CD207"
Skin,Lymphatic endothelial cell,"LYVE1,CCL21"
Skin,Lymphocyte,"PECAM1,CD7"
Skin,M1 macrophage,"CXCL10,IFI27,CXCL9,SIGLEC1,FOS,S100A8,IL1B"
Skin,M2 macrophage,"CD163,CD163,MRC1,CD163,MRC1,CD163,MSR1,CD163,MRC1,CD163,ANXA1,DAB2"
Skin,Macrophage,"CD163,AIF1,CD14,AIF1,F13A1,CTSC,SPP1,LYZ,CD68,CD68,CD163,CD68,CD274,FUT4,CD163,CD68,CD68,CXCR4,CD163,CD163,SIGLEC1,CD163,VCAN,CD14,FCER1G,VCAN,CD14,LYZ,MS4A4A,CD14,F13A1,CD163,CCL2,FCGR3A,CD14,CD68,C5AR1,CD1C,CD68,ATP1B1,CD1A,CD68,CD68,CD68"
Skin,Mast cell,"TPSAB1,TPSAB1,IL1RL1,CPA3,TPSAB1,TPSB2,CPA3,TPSAB1"
Skin,Melanocyte,"PMEL,PMEL,MITF,MLANA,PMEL,PMEL,PMEL,SOX10,PMEL,PMEL,MLANA,DCT,MLANA,DCT,MMP12,TYR,PHLDA1,MLANA,APOD,ATP1B1,PMEL,DCT,DCT,MLANA,TYRP1,DCT,PMEL,MITF"
Skin,Melanocytes and Schwann cell,"MLANA,CDH19"
Skin,Melanoma cell,"POT1,RAP1A,TPP1,MLANA"
Skin,Memory B cell,"CD27,MS4A1"
Skin,Memory CD4 T cell,"CD28,SELL,CCR7"
Skin,Memory CD4+ T cell,"CD4,CD3E,CD27,CD4"
Skin,Memory CD8+ T Cell,"CD8A,CD27"
Skin,Memory T cell,"CD3E,CCR7,SELL,CD28,CXCR6,ITGAE,KLRB1,ENTPD1,ENTPD1"
Skin,Memory T(Tm) cell,"SELL,CCR7,TCF7,LEF1"
Skin,Merkel cell,"NCAM1,ATOH1,ISL1,KRT20,KRT8,KRT18,SOX2"
Skin,Mesenchymal cell,"TWIST2,PRRX1,PDGFRB,LUM,COL1A1"
Skin,Mesenchymal stem cell,"CD34,CD44,THY1,NT5E"
Skin,Migrating dendritic cell,"CCL19,CCR7"
Skin,Migratory langerhans cell,"BIRC3,IRF4,CCR7,CD83,CLPTM1,IL7R,CD40,IDO1,NUB1,CCL22"
Skin,Mono-macrophage,"CSF1R,FCGR3A,C1QA"
Skin,Monocyte,"CD14,CD163,AIF1,CD14,CD14,CSF1R,ITGAM,FCGR1A,HLA-DRA,CD14,FCER1G,VCAN,CD14,LYZ,S100A9,EREG,S100A8,FCN1,C5AR1,FCN1,THBS1,CD14,ITGAX,CD38,CD14,CD14,CD14,FCGR3A,FCGR3A,S100A9"
Skin,Mononuclear phagocyte,"LYZ,CD1C"
Skin,Mucosa-associated invariant CD4+ T cell,"CD4,KLRB1"
Skin,Mucosa-associated invariant CD8+ T cell,"CD8A,KLRB1"
Skin,Mucosa-associated invariant T (MAIT) cell,"CD28,KLRB1"
