Tissue,CT,Gene
Brain,Oligodendrocyte,"Olig2,Olig2,Evi2a,Stmn4,Grb14,Slc12a2,Lgi3,Tmeff2,Plekhh1,Apod,Lpar1,Ccp110,Cldn11,Aspa,Ndrg1,Cntn2,Mog,Tmem88b,Ppp1r14a,Tnfaip6,Galnt6,Tspan2,Tubb4a,S1pr5,Gjc3,Pls1,Josd2,Pllp,Trf,Tmem125,Ermn,Mag,Efnb3,Gjc2,Ugt8a,Opalin,Enpp2,Pex5l,Gsn,Smco3,Trim59,Tmem151a,Mal,Ttll7,Hapln2,Gpr37,Gjb1,Pdlim2,Fa2h,Ptgds,Mbp,Plp1,Ptgds,Olig1,Mbp,Sox10,Olig2,Olig1,Pdgfra,Olig2,Mbp,Olig1,Mog,Olig1,Apc,Lhfpl3,Aspa,Mag,Opalin,Prg2,Enpp2,Plp1,Nppc,Olig2,Cnp,Mtcp1,Fgf2,Olig1,Olig2,Olig3,Pdgfra,Cntn1,Cspg4,Mbp,Mag,Plp1,Mog,Enpp6,Gfod1,Josd2,Elfn2,Zzef1,Arhgap31,Utp14b,Gale,Plod2,Phf12,Stk32a,Llph,Fchsd2,Gpatch11,Plxnb3,Xpo6,Tpd52l2,Hspa12a,Fam169a,Pcsk1n,Gas2,Mindy1,Stx1b,Rac3,Ccdc167,Agpat4,Khdrbs2,Evi5l,Ccnd1,Enpp2,Usp16,Trf,Cacng4,Casr,Gltp,Rogdi,Cntn1,Col9a3,Tcp11l2,Agap2,Tppp,Gap43,Gnb4,Szt2,Katnal1,Cdr2l,Pacs2,Sox6,Tfeb,Syt3,Tcf7l2,Prkcq,Plcb1,Slc27a3,Itgb8,Rabgap1l,Nudt18,Stxbp6,Aldh1l2,Fam177a,Gria3,Wwc2,Mtmr7,Tns3,Pcbp4,Tpm3,Sirt2,Arfgef3,Pcdh7,Slc44a2,Usp32,Fryl,Tbc1d5,Cmip,Dusp23,Cetn2,Asns,Hip1r,Ncald,Cspg4,Gamt,Hpcal4,Atp5mpl,Tmem132b,Kbtbd7,Car10,Ago3,Ncam2,Ndrg1,Nkx2-2,Adgrl3,Snx32,Nop53,Nrd1,Arhgef10,Slc35f1,Nlgn3,Lsamp,Dpp10,Epb41,Pus7,Igf2bp2,Calb1,Atp2b3,Cnp,Hip1,Fyn,Gab1,Zfp281,Kcnd2,Lgi3,Matn4,Chadl,Pdcd4,Cdk18,D630045J12Rik,Bhlhb9,Pcnx3,Sox8,Apba1,Vamp1,Cdh11,Abi2,Myo1d,Irs2,Gab2,Dtd1,Anpep,Sike1,Far1,Cnksr3,Gmds,Dhcr24,Nol3,Fa2h,Olig1,Stk39,Shroom2,Dicer1,Lcorl,Gnptg,Cdk14,Afap1l2,Pkia,Ppp1r16b,Otud7b,Atp1a3,Shisa7,Samd4b,Acot7,Ralgps1,Cadm4,Ppm1e,Capn5,Clgn,Plekhb1,Imp4,Cplx1,Agap1,Rab15,Tbc1d22b,Trim56,Rap1gap,Nhsl2,Grik3,Jak2,Ldlr,Kif13a,Ptpdc1,Urm1,Ptprd,Rock1,Rnf7,Pakap,Syt2,Hif1an,Vldlr,Sgk2,Trim67,Cpox,Sncb,Epn2,Fnta,Fkbp1a,Nap1l5,Ugt8a,Dock3,Mrps18b,Ubap1,Peli1,Dennd11,Mapt,Slc27a6,Ddx59,Eml1,Secisbp2l,Sema4d,Kazn,Macrod2,Tmem163,Sapcd2,Kndc1,Nav2,Ptov1,Unc80,Opcml,Snx25,Ggct,Rapgef1,Gnptab,Necab2,Acap3,Itpr2,Ado,Car14,Map1lc3b,Myrf,Frmd5,Sulf2,Dusp15,Abca2,Adam9,Dock6,Bche,Apod,Bpgm,Dennd5b,Vsnl1,Sh3d19,Abtb2,Ust,Ddc,Begain,Eef1a2,Taf9b,Mbnl2,Gpr17,Vps13b,Slc4a8,Inppl1,Pank3,Lrrn1,Mbp,Mpz,Tbc1d19,Map1a,Nefl,Pdgfra,H2ac20,Atg101,Plp1,Prph,Pstpip2,Micall1,Rtkn,S100a1,S100a13,Sh3gl3,Snx11,Papss1,Pus7l,Inpp5b,Zfp276,Gne,Efs,Fem1b,Jmy,Pdlim5,Dnaja4,Ehd3,Sh3rf1,Ttl,Fbxo7,Mtap,Mobp,Nob1,Cldn11,Fam122a,Camsap2,Pcyt2,Gsn,Osbpl6,Chd1,Inf2,Dock9,Neu4,Igsf5,Ythdc2,Epb41l3,Gsdme,Bcas1,Apbb1,Wasf1,Il1rap,Sh3bp4,Dpyd,Dnm3,Eno2,Pde4b,Fah,Fntb,Zfp579,Gtf2h4,Tmf1,Prepl,Dgat1,Mog,Ppfibp1,S100a16,Jam3,Rab27b,Sox10,AW551984,Tnr,Adam22,Tmcc3,Tyw5,Rab33a,Ptpro,Ppfibp2,Epb41l1,Rab4a,Trim27,Mag,Cdc37l1,Bbs7,Magi2,Fsd1,Kank1,Ankrd28,Phldb1,Smarcb1,Olfm2,Tbc1d23,Tub,Smyd2,Dph5,Tdrd7,Lmcd1,Tspan2,Dnm1,Efr3b,Cygb,Ube2j2,Dnajb2,St8sia1,Gpr158,Abhd5,Pde4d,Dhx40,Kctd4,Hypk,Gpc1,Mif4gd,Uri1,Slc1a1,Tbc1d14,Ppfia3,Ermn,Anks1b,R3hdm1,Ank1,C1ql3,Traf4,Elovl4,Rras2,Bcar1,Tceal3,Tgoln1,Tpm1,Rnf220,Igsf9b,Tceal5,Scrg1,Sema5a,Nefh,Mb21d2,Slc2a13,Psip1,Rab39b,Mapkap1,Tubb4a,Ddx25,Ubr3,Tm7sf3,Endod1,Plekhm1,Aplp1,Ugdh,Slc44a1,Rgs6,Pvalb,Cntn4,Dohh,Crcp,Cers2,Heatr3,Snx15,Vat1l,Klhdc4,Pcbd1,Plekha1,Usp24,Eif1b,Cyp2j6,Ace,Tmcc1,Gfod2,Mag,Tcf7l2,Mal,Apod,Pdgfra,Klk6,Fyn,Cspg4,Ctps,Tspan2,Opalin,Mog,Cldn11,Mbp,Opalin,Mog,Apc,Apc,Olig2,Trf,Mag,Plp1,Mbp,Mobp,Pdgfra,Olig1,Apc,Sox10,Olig2,Plp1,Mbp,Mobp,Pdgfra,Mbp,Cldn11,Cspg4,Olig2,Mbp,Cnp,Sox10,Cspg4,Mycl,Olig1,Olig2,Olig1,Mbp,Mog,Mog,Cldn11,Pdgfra,Plp1,Mag,Mobp,Pdgfra,Sox10,Olig2,Prg2,Mtag2,Plp1,Mobp,Mbp,Mag,Mog,Mbp,Plp1,Cnp,Aspa,Mog,Ermn,Ermn,Plp1,Sox10,Lhfpl3,St18,Mog,Enpp6,F3,Mag,Ermn,Opalin,Cspg5,Plp1,Mog,Olig1"
Brain,Oligodendrocyte precursor cell,"Vcan,Armh4,Rap1gap,Sox10,G0s2,Gjc3,Ppfibp1,Sh3bp4,Cdo1,Ptpre,Tnr,Vcan,Pdgfra,Qpct,Enpp2,Lrrn1,Sema3d,Gria4,Cacng4,Cspg4,Slc35f1,Gria3,C1ql1,Olig1,Phlda1,Pllp,Epn2,Traf4,Matn4,Snx22,Plpp4,Brinp1,Tmem255b,Neu4,Vxn,Slc1a1,Olig2,Tpm1,Rlbp1,A930009A15Rik,Emid1,Megf11,Susd5,Gpr17,Nxph1,Nav1,Myt1,Cntn1,Tspan6,Pcdh15,Sulf2,Mmp16,Tmem132d,Kif13a,Fchsd2,Gm4876,Tnr,Usp24,Pde7b,Wipf1,Xylt1,Pid1,Spon1,Abtb2,Nova1,Sema5a,Zeb1,Brinp3,Pcdh11x,Pdgfra,Arhgap31,Tox,Adam12,Epn2,Sox2ot,Ptprz1,Slc9a9,Chst11,Sema5b,Sox6,Pdgfra,Bcas1,6030443J06Rik,Itpr2,Mir9-3hg,Serpine2,Snx25,Dock1,Kank1,Pcdh15,Megf11,Cacng4,Tns3,Ppp2r2b,Sh3d19,Ppfibp1,Gm10530,Dscam,Nxph1,Kcnip3,Myt1,Vcan,Olig2,Olig1,Pdgfra,Pdgfra,Pdgfra,Olig1,Rab37,Tnfaip2,Pdgfra,Cspg4,Sox10,C1ql1,Pdgfra,Pdgfra,Pdgfra,Olig1,Olig2,Pcdh15,Cacng4,Pdgfra,Neu4,Sox10,Pdgfra,Cacng4,Lhfpl3"
Brain,Oligodendrocyte progenitor cell,"Vcan,Ascl1,Sox10,Pdgfra,Pdgfra,Pdgfra,Pdgfra,Pdgfra,Dcn,Pdgfra,Ednrb,Vcan"
Brain,Pericyte,"Rgs5,Rgs5,Abcc9,Dlk1,Kcnj8,Rgs5,Mcam,Vcan,Abcc9,Kcnj8,Pdgfrb,Vtn,Rgs5,Vtn,Cald1,Snap25,Notch3,Ndufa4l2,Notch3,Abcc9,Higd1b,Cd248,Pdgfrb,Vtn,Des,Cspg4,Vcan,Anpep,Kcnj8"
Brain,Progenitor cell,"Ascl1,Itga2b,Calb1,Ptf1a,Atoh1,Pax2,Olig1,Fabp7,Gdf10,Nkx2-1,Prom1,Prom1,Sox2,Hes5,Mki67,Egfr,Ascl1,Meg3,Stmn3,Syt1"
Brain,Pyramidal cell,"Emx1,Neurod1,Neurod2,Sv2b,Baiap2l2,Fhl2,Nptx1,Nrn1,Neurod6,Kcnv1,Slc17a7,Ptk2b,Itpka"
Brain,Quiescent neural stem cell,"Ntm,Ntsr2,Mfge8,Clu,Sox9,Htra1,Gja1,Atp1a2,Aldoc,S100b"
Brain,Radial glia like cell,"Gfap,Lpar1,Lfng,Prom1,Nes,Notch2,Gli1,Slc1a3,Egfr"
Brain,Rhombic lip cell,"Eomes,Lmx1a,Wls,Atoh1,Pax6"
Brain,Serotonergic neuron,"Slc6a4,Fev,Slc18a2,Tph2,Fev"
Brain,Smooth muscle cell,"Arhgap42,Pde5a,Pde8b,Myh9,Abcc9,Col4a1,Lama2,Epas1,Plce1,Irag1,Col4a2,Rapgef5,Stard8,Vstm4,Phldb2,Pald1,Ano1,Lama4,Egflam,Nid1,Notch3,Morrbid,Slc38a11,Lamb1,Atp1a2,Ets1,Pdgfrb,Itga1,Cobll1,Igfbp7,Ednra,Adap2,Rgs5,Rgs5,Sntb1,Trpc3,Cald1,Rbpms,Airn,Myo1b,Gucy1a1,Uaca,Slc6a20a,Dock6,Dlc1,Slc16a12,Gjc1,Itih5,Tns1,Atp13a5,Abcc9,Pdgfrb,Tagln,Acta2,Myh11,Prom1"
Brain,Stem cell,"Pou5f1,Cd9,Fabp7,Prom1,Fabp7,Ascl1,Vim,Gfap,Egfr,Thbs4,Slc1a3,Cd81,Prom1,Ly6a,Notch1,Aldh1a1,Ly6a,Prom1,Olig2,Pou3f1,Pou3f1,Sox10,Rbpms,Krt8,Krt18,Cdh1,Sox9"
Brain,T cell,"Cd3e,Cd3e,Cd3d,Cd3e,Cd3e,Cd3e,Cd44,Pdcd1,Ikzf2,Nrp1,Il2ra,Sell,Itgae,Mki67,Cd3g,Ms4a4b,Cd3g,Scart1,Cd3e,Tmsb10,Ptprcap,Cd3d,Thy1,Cd3d,Cd3d,Trac,Trbc2"
Brain,T helper 17(Th17) cell,"Hk2,Rorc,Cish,Rora,Tmem176a,Irf4,Rbpj,Il17f,Fosl2,Ccr6"
Brain,T helper(Th) cell,"Gzmc,Ifng,Prf1,Cxcr6,Gzma,Tbx21,Csf2,Shkbp1"
Brain,Tanycyte,"Rax,Foxj1,Rax,Rax,Gfap,Vim"
Brain,Type I spiral ganglion neuron,"Cep97,Ippk,Abcg4,Plxna4,Mapkapk3,Plekha2,Rnf115,Rubcn,Specc1,Pecr,Adra1d,Fn3k,Amph,Arfgef1,Spr,Atf6b,Mtx1,Tmem222,Zfp354c,Mecp2,Pcgf1,Eif1ad,Uap1,Sv2c,Clip4,Mrpl45,Ptcd2,Fut8,Parp1,Kank4,Qrich1,Dhrs1,Zfp322a,Cdk14,Sppl2a,Setx,Cables2,Eral1,Kctd7,Aldoc,Mprip,Tsc22d3,Brsk2,Ccdc9b,Ndufc2,Adprh,Agl,Uhmk1,Map7d1,Zdhhc5,Shisa4,Polr3b,Nat8l,Chchd10,Paqr4,Brms1l,Msantd4,Vti1a,Mgst3,Tinf2,Rhobtb2,Unc5a,Nkrf,Lsmem1,B9d2,Peg13,AI854703,Atxn7l3,Fign,Entpd3,Stk40,Ank1,Steap2,Ttc17,Galnt17,Auh,0610030E20Rik,Gadd45b,Dcaf10,Stk24,Ckmt2,Atp13a2,Pld5,Kndc1,Ppp2r2c,Strip2,Nmrk1,Tle5,Fez2,Abca3,Msantd3,Fam98c,Gpcpd1,Syap1,Fam53b,Lmcd1,Plvap,4931428F04Rik,Ogfr,Me3,Tpbgl,Lgi2,Gm13629,Pten,Luzp1,Vsnl1,Pcnx2,Rdh14,Mtfr1,Btg1,Nr1d2,Ppp1r8,Gcsh,Trim36,Ank3,Rgs2,Ddx19b,Fam234b,Prox1,Gcnt4,Arl6ip4,Ppargc1b,Rita1,Tspyl5,Trpm2,Ube2e2,Fam13b,Mrs2,Myo16,Arl8a,Slc20a2,Kcns1,Churc1,St3gal2,Spata13,Obi1,Iqsec2,Mrps2,Pik3r1,Asb8,Limk1,E2f6,Dusp15,Sema7a,Map3k10,Sowahb,Tor2a,Prps1,Hapln1,Esrrg,Dlgap3,Gga3,Snph,Etf1,Eif2ak4,Rassf4,Dusp27,Ptpn3,Ankrd34a,Syt3,Gria4,Fbxo41,Sec31a,Ythdc2,Gm5113,Apbb2,Parva,Afap1l1,Mapkapk2,Gm9866,Usp47,Cdh18,Zfp521,Mrps9,Atg16l1,Fbxo34,Spsb4,Cs,Ubl4a,Tpm1,Wdr75,Dkc1,Inpp5e,Pdzd2,Zfp511,Cdadc1,Pcsk2,Rab6b,Gzf1,Hmga1,Borcs6,Csmd1,Ythdf3,Enah,Ddit3,Ppargc1a,Herc3,Abt1,Yars2,Kbtbd2,Tlr5,Pik3cb,Thy1,Bfar,Insyn1,B3galt1,Peg3,Akain1,Slc35b4,Psme3,Tet1,Colgalt2,Pitpna,Mul1,Tubgcp5,Sdc4,Kif5c,Aph1a,Scn4b,Fam189a2,Prkcb,Sun2,Ttbk1,Lrrc45,Rora,Patl1,Ddx25,Atg101,Hif1an,Kpna6,Gpat3,Fam78a,Usp14,Ranbp6,Rap2a,Usp8,Mrps17,Kdm7a,Vps52,Azin1,Cygb,Kcns3,Med24,Slc22a15,Sephs2,Fh1,Col19a1,Gng7,Heatr5a,Pik3r4,Dhx16,AU022252,Panx1,Iffo1,Larp1b,Crot,B3gnt2,Arhgap31,Cnnm2,Mettl22,Vwa7,Ppa2,Hhatl,Gpatch1,Sema3e,Aar2,Sucla2,Traf3,Tab1,Sfxn5,Sfxn3,Jak1,Atp6v1g2,A230056P14Rik,Ube2v2,Tubgcp3,Zfp687,Ptpmt1,Fbxw7,Rnf121,Tsku,Slco5a1,Rnf157,Ncaph2,Ethe1,Mapk6,Inpp5f,Kcna2,Tspan17,Herpud1,D17H6S53E,Susd6,Cdr1,Amigo3,Ccbe1,Rab3ip,Hipk2,Ptgr2,Tacc2,Snn,Mmp15,Efemp1,Cdr2l,Calb2,Kcnh5,Timm10,Lsamp,Mtus2,Pbx1,Zfp397,Slc9a3r2,Slc16a1,Synj2bp,Kalrn,Kif3a,G0s2,Ern1,Ccdc184,Rtn4rl2,Bin1,Pcm1,Klhl32,Nop9,Ckmt1,Tm6sf1,Lhfpl3,Thoc5,Gtf2h4,Klc2,Iffo2,Syt7,1700066M21Rik,Clgn,Cetn2,Aldh1a3,Jun,Clu,Ttc39aos1,Ppcs,Adssl1,Rnf26,Kash5,Bcar3,Dnajc27,Fat3,Armc1,Cst6,Mamld1,1110017D15Rik,Fndc10,Gfod1,Apc,Kctd1,Mtus1,Mtif3,Cacng2,Macrod1,Sntg2,Rnf11,Slc35g2,Nckap1,Add3,Nkiras1,Slc27a4,St3gal1,Tmem196,Ndufaf2,Casz1,Dop1b,Atm,Abcd2,Commd9,Rcc2,Cox11,Ptdss2,Frmpd1,Epdr1,Atg2b,Epb41l1,Six4,Inpp5j,Thoc1,Fhod3,Sptssb,Efr3b,Mettl21a,Kifc2,Kctd8,Slc29a2,Dffa,Cd302,Lmo1,Dld,Men1,Dexi,Cracd,Cplane1,Slc46a1,Sirt5,Crbn,Ppp1r9a,Zcrb1,Eno4,Pik3c2b,Acp1,Chordc1,Zfp385a,5031439G07Rik,Ankrd9,Glul,Bcat1,Gls,Ndufaf4,Lgi3,Myadml2,Rnd2,Nckipsd,Tlcd3b,Ak1,Sh2d7,Sptb,Fbxo31,Gyg,Enpp4,Car12,Mrtfb,Rasl10b,Gnaz,Dbn1,Fundc2,Nae1,Tmem29,Hmg20b,Chmp6,Mrpl4,Dync2h1,Top1,Chchd7,Fat1,Usp33,Plaat1,Bend6,Phyhip,Def6,Spock2,Ppif,Hdlbp,Cse1l,Prpf19,Celsr2,Hecw1,Pfkp,Abcc8,Lingo1,Syne1,Abcb7,Cmc2,Ythdf1,Dnajb14,Cited2,Mvb12b,Mtap,Acaa1a,Eif2b4,Gdpd1,Map4k2,Paqr8,Kat6a,Kcna1,Ppm1b,Ralb,Mt1,Kcnc3,Cib2,Tmem41a,Rtca,Ube2n,Krt222,Pgm2l1,Cfap161,Cep57,Mitd1,Tbc1d4,Myrip,Pcbp4,Ppp2r2b,Fuom,Rtn4ip1,Tmem184c,Zrsr2,Usp6nl,Vstm5,Ppid,Magee1,Ankrd34b,Usp10,Nt5c3,Pop5,Dele1,Tnfrsf21,Ints11,Adamts3,Dlst,Rcbtb1,Oxnad1,Add2,Camk2g,Poldip2,Mtmr6,Glrx2,Zfyve28,Clmp,Nr2f6,1700025G04Rik,Mrps6,Scg3,Mapre3,Fam20c,Cstf2,Dcp2,Pdxp,Klf9,AI593442,Lrrn3,Ppip5k1,Osbpl3,St3gal6,Ndfip2,Klhdc8a,Ecpas,Sema3d,Ankdd1b,Uvrag,Runx1,Faah,Paqr9,Nupl1,Fa2h,Naa35,Gpat4,Lnpk,Iqgap1,St3gal3,Gpr137b-ps,Gtpbp3,Tmem179,Ppm1j,Frmd4b,Paqr7,Mpc1,Jsrp1,Lhfp,Cdc37l1,Mcf2l,Rpap3,Pfkfb2,Rars2,Ube2q2,Sympk,Nfkb1,Ttc39b,Pgf,Reep2,Nkapd1,Mark4,Mppe1,B4galt6,Uqcc1,Miga2,Psmf1,Fam184b,Reep1,Med7,Cotl1,Hdac2,Rpl7l1,Nuak1,Myorg,Slc7a1,Slc25a36,Scarb2,Synm,Cat,Tdp2,Cyfip2,Mgat3,Inpp1,Tmem181c-ps,Plppr3,Mcu,Bcan,Azi2,Cox8b,Rgs7bp,Chrac1,Isca2,Rnf40,Tmem240,Cntn5,Fgf18,Slc11a2,Camk1d,Cep83,Mpi,Ddx1,Ttll5,Pgd,Aptx,Ugp2,Mfn2,Sptbn2,Ankrd55,Coprs,Mospd1,Fbxo32,Mlxip,Dhdds,Tcea2,Ddah1,Cds1,Nmnat1,Resp18,Mipep,Coro6,Slc25a46,Atp2b3,Exoc5,Slc20a1,Atg4d,Ptrh2,Hlf,Diras1,Phka1,Panx2,Pet100,Trim37,Angel1,Abraxas2,Cpeb3,Sema6b,Grsf1,Cdh9,Dnajc13,4930506C21Rik,Nudt19,Rnf208,Cdc42ep3,B3gat1,Ccdc28a,Serp2,Esyt1,Lynx1,Rdm1,Lsm3,Dtd2,Ppp3cc,Chst10,Ctbp1,Gprc5b,Mettl14,Bola3,Slc25a51,Haghl,Cpt1a,Pacs2,Usp2,Mrpl11,Cebpzos,Plcb1,Smarcal1,Dmac2,Yipf1,Tesc,Best3,B4galt7,Caskin1,Smim13,Wwp1,Ttc1,Ugcg,Epha4,Fuca2,Ipo11,Cept1,Rxylt1,Nol4,Cptp,Sh3bp5l,Capn2,Eif5a2,Psmb10,Selenoo,Tmem35a,Car2,Dcbld2,Mrps16,Abca2,Car7,Hapln4,Fbxo33,Lmbr1,Gipc1,Vkorc1l1,Nap1l2,Ap5s1,Kcnip2,Asb13,Zfp804a,Psmd5,Ccdc88a,R3hcc1,Chn1,Kcnma1,Scrt1,Selenom,Aars2,Sertm1,B3galt2,Mcl1,Net1,Ttc39a,Clstn3,Denr,Pfkm,Tagap1,Slc22a23,Gria3,Ccdc136,Hebp2,Nalf1,Myh10,Wee1,Zfp770,Myo19,Ntm,Mfhas1,Ptprr,Lpin1,Zfp672,Rasgrp4,Atxn2,Lrch1,Apoo,Llph,Rcan2,Pip4k2a,Gbe1,Nit1,Sncb,A530058N18Rik,Reep3,Tob1,Ahcyl2,Avpi1,Rnf123,Rgma,Seh1l,Auts2,Ndrg3,Robo1,Sphk1,Rasgrp2,Sez6l2,Zfp422,Slitrk1,Tomm5,Thap11,Ccdc90b,Gmpr,Cars,Slc4a8,Tstd3,Spring1,Phlda3,Dscam,Gnal,Nsa2,Gls2,Cpt1b,Sugp2,2310040G24Rik,Kcnip1,Rab15,Dip2a,Nsmaf,Cx3cl1,Ripor2,Ebag9,Hmgb3,Tmem70,Glrx5,Tfdp2,Pcsk5,Ankrd33b,Csmd2,Irs2,Dock9,A930006K02Rik,Rabl2,Ugt8a,Camk2b,Cnnm1,Sf3a2,Bhlhe40,Pptc7,Dnajc28,Sptbn4,Cc2d2a,B4galnt1,Ddx27,Ppp1r16b,Tpgs2,Mt3,Pctp,Flt3,Kcnn2,Ssbp3,Fndc4,Shb,Mcts1,Gart,Egln2,Rabgap1l,Nexn,Prr3,Msl3,Synj2,Amer2,Jtb,Mllt3,Syt2,Slc35a3,Grin1,P2rx6,Sulf2,Rab11fip4,Mapk12,Ube3b,Tmem94,Dusp28,Sys1,Tmem229b,Prkar2b,Kank1,Calb1,Mrps36,Hivep2,Tecpr2,2410004B18Rik,Nrg1,Adamts5,Ttc9b,Lpcat4,Cnppd1,Nfatc2,Ppm1e,Ola1,Smpx,Mtss2,Igsf3,Tirap,Cntnap4,Flywch1,Morc3,Pgap4,Extl2,Ppp2r5e,Ulk1,Thtpa,Zfp935,Wipf3,Ciao3,Snx27,Tcn2,Hcn2,Arhgef6,Slc19a2,Lhfpl4,Arhgef17,Lats1,Lysmd2,Rcan1,Copb2,Elmo1,Grm7,Galnt9,Vars,Scn8a,Cerk,Plekhm3,Mob2,Lonrf2,Sgsm1,Ext2,Chchd4,Gpd1l,Pitpnc1,Adap1,Uspl1,Rtn2,Isy1,Zcchc2,Scly,Snrpd3,Spock1,Max,Tmem63b,Epn3,Atf4,Clec2l,Cpne9,Rabgef1,Gpr22,Cox10,Crlf3,Isl2,Agtpbp1,Endod1,Cops7b,Smarca5,Trhde,Thrb,Spire2,Fkbp1b,Zfp426,Ldb3,Wfs1,Rab11fip5,Uchl5,Zfp30,Asah2,Slc25a14,Sv2b,Xylt2,Hcn1,Psmg3,Rusc2,Siah3,Slc48a1,Mrpl18,Pcyt1b,Atp8b2,Pdp1,Riok3,Lrp11,Csl,Sh3bgr,Pcyt1a,Stard3,Cntnap1,Entpd6,Nacad,Zfp24,Dzip1,Rps6ka2,Zyx,Septin6,Tmod1,Hsph1,Aifm3,Kcnab2,Pgbd5,Dbndd1,Ano4,Nop56,Map6,Phf24,Reep5,Rmc1,Tfip11,Dedd,Peak1,Ppp1r12c,Zfp930,Brsk1,Vps36,Slc25a25,Tgfbr3,Dtnbp1,Slc17a7,St3gal5,Pnpla3,Prrt3,Syt12,Bckdhb,Relt,Epb41l3,Slc4a2,Ciart,Lypla1,Gne,Ttc13,Tbc1d30,Myh7b,Kcnc1,Arl4c,Arhgef9,Kcnab3,Dusp19,Chchd3,Itpkc,Commd2,Zfp62,Srrm4,Ryr2,Kcnk1,Dhps,Osbpl1a,Osbp2,Plcl1,Mast1,Camsap1,Vdac2,Rbfox3,Pard6a,Nrp2,Dchs1,Zbtb17,Oprl1,Msh6,Fhdc1,Olfm3,Gm19461,Ddx41,Pnkd,Erich3,Ptcd1,Rap1a,Wdr26,Thsd7b,Prmt9,Cap2,Rtkn,Elovl4,Rps6ka1,1700030K09Rik,Vegfa,Cmc1,Rimkla,Fstl1,Cenpq,Atxn1,Trmt13,6330409D20Rik,Syde1,6430548M08Rik,Zfp157,Hsf4,Fam126b,Stx1b,Pak1,S100b,Cast,Fgf9,Ifrd1,Hsd17b7,Dlat,Farp2,Hspa4l,Cep43,Mif,Cmpk2,Rtn4rl1,Rpp21,Cul3,Dclk2,Zscan21,Sfmbt1,Zdhhc1,Faim2,Lgr5,Ifngr2,Tmem135,Mtfp1,Tagln3,Pigc,Scn1a,Dhrs11,Rhof,Zfp971,Nedd9,Prepl,Zfp2,Pim3,Slc6a17,Kctd17,Scn1b,Kcnk10,Sorbs1,Cd59a,Cadm1,Kcnip3,Cabp1,Nos1,Pacsin1,Ypel4,Mrpl42,Itfg2,Sh3bp1,Zfp958,Ppip5k2,Shd,Runx1t1,Mon1a,Msh3,Rad21,Ppp1r7,Pafah1b1,Prkag1,Dcun1d2,F8a,9530082P21Rik,Fbxo40,Rapgef4,Ostf1,Stxbp5l,Tubb3,Scn4b,Nefl,Kcnc3"
Brain,Type IA spiral ganglion neuron,"Col4a2,Tmem132c,Tiam1,Pcdh20,Lmcd1,Tmem108,Plin2,Por,Pced1b,Rpp25,Cachd1,Mbd2,Bag3,Bves,Lratd1,Carhsp1,Ttc38,Asap2,Gm12992,Me1,Afap1l1,Calb2,Snta1,Slc7a2,Ptprd,Frmd5,Tmem65,Rilpl1,Gxylt2,Arhgdig,Cacna1h,Cdh22,Rhou,Sema4g,Sash1,Creg2,Dpy19l1,Csf1,Lrfn2,Wscd2,Cacna1b,Hydin,Rxrg,Cdk15,Erich1,Pygl,Tspan4,Hpcal1,Tanc1,Pde3b,B3gat1,Chrna1,Palmd,Tmem268,Igtp,Rin2,Dclk1,Disp3,Tspan9,Mturn,Snhg4,Rsph3b,Rtl5,Tmem229a,Lcp2,Naip5,2510009E07Rik,Sh3bgr,Cys1,Arhgap20,Vps8,Syngr1,Nr3c1,Smim3,Apba2,Tmem229b,Sertm1,Arhgap22,Aldh5a1,Plekhh1,Mical1,Rassf6,Frat2,Cacna2d2,Dok5,Chrna4,Rgs6,Vldlr,Sntb2,Nfib,Cyp2s1,Pygm,Trim54,Kremen1,Cyp46a1,Tmcc3,Arc,Nhsl1,Fbxo40,Tnks1bp1,Gpr37,Pofut1,F11r,Frat1,Nrde2,Golga7b,Irgm2,Cln8,Dera,Alpk2,Parp9,1700025G04Rik,Car2,Parm1,Tec,Dlgap2,Plekho1,Tsen54,Olfml2b,Igfbp3,Gnao1,Zfhx3,Fmnl1,Slc7a8,Cldn23,Ksr1,Slc15a5,Sox12,Fkbp5,Trim24,Dnah10,Ghr,Upp1,Zfp710,L3hypdh,Fam78b,F730043M19Rik,Isoc1,Rasd1,Nhsl2,Sh3bgrl,Hmox1,Myo1e,A330074K22Rik,Arhgap19,Dock4,Adamts5,Lsm11,Tmem132e,Myl1,Kcnip4,N4bp3,Cpxm1,Ephx4,Them6,Wdr91,Tcim,Cacna2d1,Tbc1d16,Pag1,Nde1,Hcn3,Nrcam,Fam219aos,Spred2,Obscn,F2r,Cd63,Rassf8,Mapk4,Naip2,Zfp532,Lrrc4c,Arhgef3,Syndig1,Cmtm4,Kcnk12,Gm15760,Actn2,Slc25a13,Nfkbiz,Paxbp1,Pcdh20,Calb2,Elovl5,B3gat1,Cd24a,Mdga1,Maf,Zfp804a,Obscn"
